content,score,sentiment,clean
"Sebenarnya belanja di shopee enak krn beberapa barang ada yg free ongkir, tp kenapa sekarang tiap co ada tambahan layanan khusus, dan itu gak sedikit. Jadi mikir lg mau belanja krn dia free ongkir tp ada lg tambahan biaya yg harus di bayar",3,netral,sebenarnya belanja shopee enak krn beberapa barang yg free ongkir tp sekarang tiap co tambahan layanan khusus itu gak sedikit jadi mikir lg mau belanja krn free ongkir tp lg tambahan biaya yg di bayar
aplikasi yang sangat bagus,5,positif,aplikasi sangat bagus
"ini kenapa sih shopee emang lagi error atau gimana sih kalo lagi buka apk lain suka tiba-tiba pindah ke shopee itu ganggu banget mana susah lagi mau balikinnya lagi tolong dong,kalo mau promosi atau apalah jangan kaya gitu",2,negatif,kenapa sih shopee emang error gimana sih kalo buka apk suka tibatiba pindah shopee ganggu banget mana susah mau balikinnya tolong dongkalo mau promosi apalah jangan kaya gitu
baru kali ini saya benar benar kecewa dengan kurir tidak profesiaonal pesanan saya tidak dikirim dari 3hari lalu selalu dibatalkan dan dilakukan pengiriman ulanng pada bsk harinya namun hal tersebut sudahh terjadi selama 3 hari berulang. kalau memanng tidakk kopeten kurirnya segera dievaluasi.,1,negatif,baru kali benar benar kecewa kurir profesiaonal pesanan saya tidak dikirim hari lalu selalu dibatalkan dilakukan pengiriman ulanng bsk harinya hal tersebut sudahh terjadi selama  hari berulang kalau memanng tidakk kopeten kurirnya segera dievaluasi
barang sesuai dengan pesanan,5,positif,barang sesuai pesanan
mantab...trusted pokoknya,5,positif,mantabtrusted pokoknya
"driver shopee bnyk yg kurang ajar, malas. udh jelas2 alamat tujuan di dpn mata, tp barang dikirim ulang bsk nya. ga ada telp ato wa tau2 barang dijadwal ulang pengiriman bsk. Penjual ga salah, shopee jg ga salah. yg salah driver nya. sortirlah driver2 nakal, ksh peringatan ato di putus mitra lah.",1,negatif,driver shopee bnyk yg kurang ajar malas udh jelas alamat tujuan dpn mata tp barang dikirim ulang bsk nya ga telp ato wa tau barang dijadwal ulang pengiriman bsk penjual ga salah shopee jg ga salah yg salah driver nya sortirlah driver nakal ksh peringatan ato putus mitra lah
"pengantaran sangat lama. kurir shoope sangat jelek dlam pelayanan. 10 smpai 15 hari paket ga sampai"" 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎sammmpaaahhhhhhhhhhhh",1,negatif,pengantaran sangat lama kurir shoope sangat jelek dlam pelayanan  smpai  hari paket ga sammmpaaahhhhhhhhhhhh
"jelek, gabisa pake gopay/dana",1,negatif,jelek gabisa pake gopaydana
saya suka aophee,5,positif,suka aophee
mantap,5,positif,mantap
"cukup terbantu dengan ada nya fitur spaylater, jadi bisa nyicil barang",5,positif,cukup terbantu ada nya fitur spaylater jadi nyicil barang
bagus cuma ga di kasi potongan harga nich,5,positif,bagus cuma ga kasi potongan harga nich
bagus,5,positif,bagus
"aplikasi ny bagus, iklan nya yg terlalu maksa orang dan buat orang jadi gasuka sama ini aplikasi. iklan nya hrs di ubah karna itu menyusahkan orang",1,negatif,aplikasi ny bagus iklan nya yg terlalu maksa orang buat orang jadi gasuka sama aplikasi iklan nya hrs ubah karna menyusahkan orang
"sudah lama pakai apk shopee Alhamdulillah baik"" aja. tapi entah kenapa sekarang kalau kita buat pesanan slalu dibatalkan dan yg udah mau sampai kealamat rumah malah dikembalikan. blm pun konfirmasi pada pembeli malah dibatalkan setelah itu ujung""nya kita nggak bisa cod padahal bukan dari Kita salahnya. mohon dong shopee kembalikan shopee kami yg lama, yg aman dan tentram 😭😭😭",3,netral,lama pakai apk shopee alhamdulillah baik aja entah sekarang kalau buat pesanan slalu dibatalkan yg udah mau kealamat rumah malah dikembalikan blm konfirmasi pembeli malah dibatalkan itu ujungnya nggak cod padahal bukan kita salahnya mohon dong shopee kembalikan shopee yg lama yg aman tentram 
"bagusss banget, bisa beli cod maupun engga",5,positif,bagusss banget beli cod maupun engga
mantap,5,positif,mantap
Overall aplikasinya bagus..,5,positif,overall aplikasinya bagus
puas belanja di shopee,5,positif,puas belanja shopee
"Puas, memudahkan kita dalam belanja",5,positif,puas memudahkan dalam belanja
"halo saya mau order buat pesanan, tapi loading terus dan bacaan lagi buat pesanan gitu terus . aneh kok jadi gini berbeda dgn dulu2, team nya ga cross cek bug . jangan tanyakan jaringan sudah pasti bagus",1,negatif,halo mau order buat pesanan loading terus bacaan buat pesanan gitu terus  aneh kok jadi gini berbeda dgn dulu team nya ga cross cek bug  jangan tanyakan jaringan pasti bagus
"akun shopee yg di batasi sampe kiamat jg gak bakalan bisa di pulihkan kembali!!! minimal di pulihkan kembali/akunnya di hapus lahh kalo udah lama ga di gunakan lg selama bertahun""!!!",1,negatif,akun shopee yg batasi sampe kiamat jg gak bakalan pulihkan minimal pulihkan kembaliakunnya hapus lahh kalo udah lama ga di gunakan lg selama bertahun
Sangat puas sekarang pengiriman lebih cepat,5,positif,sangat puas sekarang pengiriman lebih cepat
pokoknya mantap,5,positif,pokoknya mantap
b good,3,netral,b good
ok,5,positif,
baru menggunakan jadi bintang 4 dulu,4,positif,baru menggunakan jadi bintang  dulu
ok,5,positif,
Kak Jangan Di kasih COD Akun Shopee Food Saya..Kalo Dikasih COD Gabisa nabung :(,5,positif,kak jangan kasih cod akun shopee food sayakalo dikasih cod gabisa nabung 
harga lumayan terjangkau proses cepat banyak voucher gratis ongkir nya mantap,5,positif,harga lumayan terjangkau proses cepat banyak voucher gratis ongkir nya mantap
"Oke barang sesuai gambar dan vidio rekomendasi, tapi ini apk suka lama yah.",5,positif,oke barang sesuai gambar vidio rekomendasi ini apk suka lama yah
bagus super bagus dan sangat membantu. gak pernah beralih ke aplikasi sebelah tetap Shopee aja lebih aman dan nyaman. mantap pokoknya,5,positif,bagus super bagus sangat membantu gak pernah beralih aplikasi sebelah tetap shopee aja lebih aman nyaman mantap pokoknya
bagus,5,positif,bagus
bagus dnmantap,5,positif,bagus dnmantap
mudah cari barang dan penjualnya amanah,5,positif,mudah cari barang penjualnya amanah
bagus estimasi juga cepat dan banyak toko produk yang terpercaya,5,positif,bagus estimasi cepat banyak toko produk terpercaya
"sekarang pengiriman lama, bisa sampai setengah bulan belum sampai sampai sudah saatnya pindah e-commerce lain",1,negatif,sekarang pengiriman lama setengah bulan sampai sampai sudah saatnya pindah ecommerce
knp saldo nya lama bngt k krim??,4,positif,knp saldo nya lama bngt k krim
trimakasih shopee sangat membantu dalam berbelanja,5,positif,trimakasih shopee sangat membantu berbelanja
"sya ada kendala di return barang, tapi cs tidak mau menanggapi masalah yg saya hadapi",1,negatif,sya kendala return barang cs mau menanggapi masalah yg hadapi
oke oke aja sih juga trmsuk apk belanja yang dipercaya dan barang sesuai pas sampai ga kaya sebelah kadang ga sesuai.. thanks🙏🙏,4,positif,oke oke aja sih trmsuk apk belanja dipercaya barang sesuai pas ga kaya sebelah kadang ga sesuai thanks
biar bintang yg berbicara,5,positif,biar bintang yg berbicara
Oke,5,positif,oke
tempat belanja yg banyak vocer nya dari mulai vocer gratis ongkir dan vocer lainya yg sangat menguntungkan..👍👍,5,positif,tempat belanja yg banyak vocer nya mulai vocer gratis ongkir vocer lainya yg sangat menguntungkan
"mudah, dan nyaman, sering dapat gratis ongkir, semoga ttp jdi yg terbaik",5,positif,mudah nyaman sering gratis ongkir semoga ttp jdi yg terbaik
iklannya terlalu menganggu,1,negatif,iklannya terlalu menganggu
mantap bjir banyak promo..,5,positif,mantap bjir banyak promo
kurirnya sopan,5,positif,kurirnya sopan
baik,3,netral,baik
cukup puas,5,positif,cukup puas
mantap,5,positif,mantap
"smoga shopee tetap amanah,,",5,positif,smoga shopee tetap amanah
ok,5,positif,
aplikasi tidak menguntungkan untuk pembeli klaim susah terlalu bertele2,5,positif,aplikasi menguntungkan pembeli klaim susah terlalu bertele
"Ini untuk shopeefood Jangan percaya super deal, ujung2nya bayar jg sama aja. biaya layanan tiba2 7rb sendiri blm biaya pengemasan. tp ongkir untuk driverny kecil banget.",1,negatif,shopeefood jangan percaya super deal ujungnya bayar jg sama aja biaya layanan tiba rb sendiri blm biaya pengemasan tp ongkir untuk driverny kecil banget
ok...,5,positif,
"sangat puas dengan pelayan,dan respon yang bgtu cepat",5,positif,sangat puas pelayandan respon bgtu cepat
pengen nyah di update terus ini apl giliran verifikasi wajah alesan jaringan eror mulu bego,1,negatif,pengen nyah update terus apl giliran verifikasi wajah alesan jaringan eror mulu bego
mantap dan keren,5,positif,mantap keren
pengiriman cepat,5,positif,pengiriman cepat
selalu besseleerrr,5,positif,selalu besseleerrr
Sangat memuaskan blanja di shophee.banyak promo.,5,positif,sangat memuaskan blanja shopheebanyak promo
jos jis jus,5,positif,jos jis jus
asli ini apk iklan nya di mana mana kalo iklan maksa masuk ke apk nya,1,negatif,asli apk iklan nya mana mana kalo iklan maksa masuk apk nya
sesuai,5,positif,sesuai
"no hp gw dipake org laen, jdiny g bisa nambahin no hp ke akun shopee gw. udh gw coba berkali² tetep g bisa",1,negatif,no hp gw dipake org laen jdiny g nambahin no hp akun shopee gw udh gw coba berkali tetep g
terimakasih Shopee,5,positif,terimakasih shopee
"hati2 belanja disini ga niat kasih vocer. beli vip 30k biar dapat diskon 50k, pas order malah dibatalin sistem aktifitas tdk wajar!!! rugi beli vocer, hati2 kalian belanja disni!! dah admin besar, vocer dr vip aja dibatalin!!",1,negatif,hati belanja disini ga niat kasih vocer beli vip k biar diskon k pas order malah dibatalin sistem aktifitas tdk wajar rugi beli vocer hati kalian belanja disni dah admin besar vocer dr vip aja dibatalin
Pengiriman barang lengkap informasi nya dan terjamin,5,positif,pengiriman barang lengkap informasi nya terjamin
provider yg sngat mempermudah segala kebutuhan saya..terima kasih shoppe indonesia..maju bersama shoppe,5,positif,provider yg sngat mempermudah segala kebutuhan sayaterima kasih shoppe indonesiamaju bersama shoppe
layanan terpercaya,5,positif,layanan terpercaya
Sangat membantu untuk aplikasinya...sayagnya sekarang ada biaya tambahan ketika belajar barang yg dimensinya agak besar dan biaya tambahan lebih banya dari ongkir.. bikin mikir dua kali belanja sekarang karena klo di hitung lebih mahal dari toko offline gara2 biaya tambannya,5,positif,sangat membantu aplikasinyasayagnya sekarang biaya tambahan belajar barang yg dimensinya besar biaya tambahan lebih banya ongkir bikin mikir kali belanja sekarang klo hitung lebih mahal toko offline gara biaya tambannya
iklan dan update terus tapi aplikasi ngelag terus aplikasi gk berguna mendin uninstal aja,1,negatif,iklan update terus aplikasi ngelag terus aplikasi gk berguna mendin uninstal aja
"makin lama pengiriman barang makin payah, udah sering ilang paket di pengiriman, barang gak datang malah konsumen yang gak bisa cod....hadeeeehhhh, tolong dong pihak ekspedisi shopee diperbaiki lagi, masa udah beberapa kali paket saya malah gak nyampe nyampe",2,negatif,makin lama pengiriman barang makin payah udah sering ilang paket pengiriman barang gak datang malah konsumen gak codhadeeeehhhh dong pihak ekspedisi shopee diperbaiki masa udah beberapa kali paket malah gak nyampe nyampe
baguuasss,5,positif,baguuasss
saya selama berbelanja di shopee tidak pernah kecewa selalu bagus bagus barang nya semoga untuk kedepan nya akan lebih baik LG.,5,positif,selama berbelanja shopee pernah kecewa selalu bagus bagus barang nya semoga kedepan nya lebih baik lg
"nyesel banget sama shopee banyak seller nggak bertanggung jawab, gabisa dipercaya. makasih",3,netral,nyesel banget sama shopee banyak seller bertanggung jawab gabisa dipercaya makasih
"apa aja ada, gratis ongkir murah",5,positif,apa aja gratis ongkir murah
Masa hrg food ofline 10rb....di online shopee food jadi 30rb. Mahal bangat.,1,negatif,masa hrg food ofline rbdi online shopee food jadi rb mahal bangat
3 kali beruntun order ga ada yg sesuai pesanan yg dikirim salah semua,1,negatif, kali beruntun order ga yg sesuai pesanan yg dikirim salah semua
"kakkk knp tiap buka aplikasi lain slalu tiba2 buka shopee, aku buka wattpad tiba2 aja masuk di shopee 😭😭😭😭",3,netral,kakkk knp tiap buka aplikasi slalu tiba buka shopee aku buka wattpad tiba aja masuk shopee 
sangat membantu untuk brblnja,5,positif,sangat membantu brblnja
apk ini sangat bagus,5,positif,apk sangat bagus
mantap,4,positif,mantap
"sangat membantu, tapi kapan ya shopee kasih saya hadiah....aku kan pelanggan setia shopee",5,positif,sangat membantu kapan shopee kasih hadiahaku kan pelanggan setia shopee
👍🙏,5,positif,
goooood,5,positif,goooood
G bisa buka profile sm skali. Pdhl internet lncr dan update aplikasi sy tggu smpe 2x24jam sama aj,5,positif,g buka profile sm skali pdhl internet lncr update aplikasi sy tggu smpe xjam sama aj
ajib banget,5,positif,ajib banget
"shopee kadang gajelas, klo paket datang gaada notifications pemberitahuan paket diantar tau² datang aja, perbaiki lagi klo bisa kyk tiktok klo paket mau datang ngasih notifikasi jadi kita tau.",4,positif,shopee kadang gajelas klo paket datang gaada notifications pemberitahuan paket diantar tau datang aja perbaiki klo kyk tiktok klo paket mau datang ngasih notifikasi jadi tau
Sangat bagus dan membantu,5,positif,sangat bagus membantu
halo sobat jos orderan nya mana,5,positif,halo sobat jos orderan nya mana
"tolong untuk pembayaran cod kenapa tidak bisa sekarang kebanyakan harus bayar pake cara TF misal nya, tolong segera di perbaiki saya mulai ga nyaman barang yg saya incar gabisa cod, saya kasih bintang 5 biar cepat di respons nya",5,positif,untuk pembayaran cod tidak sekarang kebanyakan bayar pake cara tf misal nya segera perbaiki mulai ga nyaman barang yg incar gabisa cod kasih bintang  biar cepat respons nya
terima kasih sudah hadir di Indonesia sangat membantu kami memudahkan dalam berbelanja apapun,5,positif,terima kasih hadir indonesia sangat membantu memudahkan berbelanja apapun
mantaap,5,positif,mantaap
"coba dong iklan shopee ini dikurangin, lagi buka aplikasi yg lain malah tiba2 ke aplikasi shopee kan ganggu bangett",2,negatif,coba dong iklan shopee dikurangin buka aplikasi yg malah tiba aplikasi shopee kan ganggu bangett
baik,5,positif,baik
ok,5,positif,
beli disini semua terjamin kualitasnya dan tidak ada tipu tipu seperti yang sebelah banyak bohongnya,5,positif,beli disini semua terjamin kualitasnya tidak tipu tipu yang sebelah banyak bohongnya
"Belanja,ok",5,positif,belanjaok
balikin saldo gw,1,negatif,balikin saldo gw
balikin saldo gw,1,negatif,balikin saldo gw
ok,5,positif,
"sekarang banyak onknum toko p3nipu di shope, , kwalitas barang tidak sesuai",2,negatif,sekarang banyak onknum toko pnipu shope  kwalitas barang sesuai
"kecewa banget akhir akhir ini sama shopee,, di suguhi voucher khusus member VIP, malah kena pembatalan sistem otomatis 🥲 sebel banget,, udah 1 bulan, masalah pembatalan sistem gak sembuh sembuh, ampun shopeeee,, greget banget,",2,negatif,kecewa banget akhir akhir sama shopee suguhi voucher khusus member vip malah kena pembatalan sistem otomatis  sebel banget udah  bulan masalah pembatalan sistem gak sembuh sembuh ampun shopeeee greget banget
ok banget,5,positif,banget
paket gua stuck 2 Minggu🗿,3,netral,paket gua stuck  minggu
👍👍👍👍,5,positif,
"barang murah & banyak pilihan,toko amanah ,silakan berbelanja di shopee",5,positif,barang murah  banyak pilihantoko amanah silakan berbelanja shopee
bagus,5,positif,bagus
"ini aplikasi untuk belanja apa menguji kesabaran?? aplikasi udah besar kok masih berat banget, optimalkan dong, pengen belanja malah banting hp",1,negatif,aplikasi belanja apa menguji kesabaran aplikasi udah besar kok berat banget optimalkan dong pengen belanja malah banting hp
